game_genre,resolution,preset,ray_tracing,upscaling,gpu_utilization,vram_used_mb,vram_utilization,cpu_utilization,ram_utilization,gpu_temperature,gpu_clock_mhz,gpu_power_watts,cpu_gpu_ratio,vram_pressure,thermal_throttle,resolution_width,resolution_height,total_pixels,preset_ordinal,fps,frame_time,low_1pct_fps,bottleneck_class,health_score
moba,2560x1440,high,0,dlss_balanced,88.5,2437.7,59.51,77.33,79.27,80.26,1685.53,79.06,0.8738,1,0,2560,1440,3686400,2,167.1,5.98,105.6,BALANCED,84.2
strategy,3840x2160,high,0,none,99.0,2829.9,69.09,58.55,80.92,91.16,1658.2,77.48,0.5914,1,1,3840,2160,8294400,2,15.0,66.67,7.4,THERMAL,40.0
moba,1920x1080,medium,0,none,71.48,1735.59,42.37,61.31,79.84,76.54,1695.0,70.63,0.8577,0,0,1920,1080,2073600,1,215.5,4.64,120.9,BALANCED,95.4
strategy,1920x1080,high,0,dlss_performance,85.59,2110.81,51.53,67.54,83.37,88.22,1660.22,78.34,0.7891,0,1,1920,1080,2073600,2,100.4,9.96,49.5,THERMAL,65.0
fps_aaa,2560x1440,high,0,dlss_performance,72.07,2658.11,64.9,34.38,76.12,88.57,1634.76,71.07,0.477,0,1,2560,1440,3686400,2,82.8,12.08,41.8,THERMAL,70.0
battle_royale,1920x1080,high,1,dlss_balanced,89.95,2918.08,71.24,39.75,71.9,83.92,1645.65,78.72,0.4419,0,0,1920,1080,2073600,2,83.4,11.99,47.8,BALANCED,73.2
strategy,3840x2160,high,1,none,93.07,3677.01,89.77,62.51,75.38,90.46,1567.44,76.7,0.6716,1,1,3840,2160,8294400,2,6.1,163.93,3.2,THERMAL,34.1
rpg_open_world,2560x1440,high,0,none,70.96,2423.05,59.16,60.54,74.25,73.53,1695.0,74.87,0.8532,0,0,2560,1440,3686400,2,46.6,21.46,27.4,BALANCED,91.1
fps_aaa,1920x1080,ultra,0,dlss_performance,77.62,2479.54,60.54,47.47,79.85,84.58,1695.0,79.68,0.6116,0,0,1920,1080,2073600,3,115.5,8.66,55.3,BALANCED,71.3
fps_competitive,1920x1080,medium,0,none,44.2,1870.04,45.66,67.3,79.26,63.31,1695.0,60.26,1.5228,0,0,1920,1080,2073600,1,211.8,4.72,121.0,BALANCED,100.0
fps_aaa,2560x1440,medium,0,none,76.91,1834.64,44.79,28.71,83.09,81.77,1591.05,79.73,0.3733,0,0,2560,1440,3686400,1,60.6,16.5,27.3,BALANCED,74.7
rpg_open_world,1920x1080,low,0,fsr_balanced,52.2,1290.7,31.51,61.94,81.51,66.44,1695.0,61.11,1.1866,0,0,1920,1080,2073600,0,177.2,5.64,87.5,BALANCED,100.0
moba,3840x2160,ultra,0,fsr_balanced,99.0,3234.85,78.98,50.28,81.54,87.87,1695.0,74.2,0.5078,1,1,3840,2160,8294400,3,43.3,23.09,24.0,THERMAL,58.9
rpg_open_world,3840x2160,epic,1,fsr_quality,99.0,4200.0,102.54,50.09,84.84,92.65,1605.8,80.0,0.506,1,1,3840,2160,8294400,4,5.5,181.82,3.1,THERMAL,28.7
rpg_open_world,1920x1080,ultra,0,dlss_quality,78.92,2652.87,64.77,45.68,90.96,79.28,1652.91,72.91,0.5788,0,0,1920,1080,2073600,3,71.5,13.99,43.6,BALANCED,72.2
fps_competitive,1920x1080,ultra,0,fsr_balanced,80.25,2577.64,62.93,64.63,82.26,87.82,1669.32,61.31,0.8054,1,1,1920,1080,2073600,3,146.7,6.82,84.4,THERMAL,65.0
battle_royale,1920x1080,high,0,none,76.28,2214.69,54.07,65.15,80.43,80.39,1616.04,60.42,0.854,0,0,1920,1080,2073600,2,97.9,10.21,45.3,BALANCED,83.8
strategy,1920x1080,medium,0,none,79.91,1615.38,39.44,49.59,76.74,85.78,1552.39,80.0,0.6205,0,1,1920,1080,2073600,1,71.3,14.03,32.9,THERMAL,70.0
moba,1920x1080,ultra,0,none,87.89,3056.37,74.62,63.79,68.15,87.34,1505.69,78.74,0.7258,1,1,1920,1080,2073600,3,102.7,9.74,57.3,THERMAL,70.0
moba,2560x1440,high,0,none,94.17,2385.93,58.25,56.14,81.46,98.0,1491.29,80.0,0.5961,1,1,2560,1440,3686400,2,78.0,12.82,44.4,THERMAL,70.0
fps_aaa,1280x720,high,0,none,54.95,1669.12,40.75,38.64,88.6,74.99,1695.0,63.51,0.7031,0,0,1280,720,921600,2,118.3,8.45,59.0,BALANCED,95.0
fps_competitive,1920x1080,high,0,fsr_balanced,77.07,2478.97,60.52,46.84,73.38,85.26,1695.0,73.24,0.6077,1,1,1920,1080,2073600,2,202.1,4.95,110.6,THERMAL,70.0
strategy,3840x2160,high,1,dlss_balanced,97.09,3547.17,86.6,66.19,71.88,85.11,1669.55,80.0,0.6817,1,1,3840,2160,8294400,2,10.5,95.24,5.3,THERMAL,37.0
racing,1920x1080,ultra,0,fsr_quality,90.17,2795.94,68.26,56.74,80.08,92.94,1571.23,79.67,0.6292,0,1,1920,1080,2073600,3,88.7,11.27,52.3,THERMAL,70.0
rpg_open_world,3840x2160,high,0,none,82.73,2706.35,66.07,56.33,78.84,84.77,1695.0,76.41,0.6809,0,0,3840,2160,8294400,2,23.4,42.74,12.4,BALANCED,46.3
strategy,2560x1440,epic,0,dlss_performance,99.0,3173.31,77.47,69.8,83.43,98.0,1387.99,79.13,0.7051,1,1,2560,1440,3686400,4,19.8,50.51,12.2,THERMAL,38.2
rpg_open_world,1920x1080,medium,1,none,71.2,2036.02,49.71,42.17,78.32,73.8,1666.46,69.62,0.5923,0,0,1920,1080,2073600,1,49.0,20.41,25.1,BALANCED,92.7
battle_royale,1920x1080,high,1,none,75.97,2958.88,72.24,44.19,67.9,84.03,1695.0,72.18,0.5817,0,0,1920,1080,2073600,2,42.1,23.75,23.4,BALANCED,61.0
battle_royale,3840x2160,high,1,none,75.59,3496.87,85.37,61.22,75.61,75.74,1571.77,78.82,0.81,1,0,3840,2160,8294400,2,15.0,66.67,7.9,MEMORY,67.8
rpg_open_world,1920x1080,high,0,dlss_performance,70.13,2407.65,58.78,35.55,71.65,79.74,1695.0,71.22,0.507,0,0,1920,1080,2073600,2,147.2,6.79,76.9,BALANCED,85.8
racing,1920x1080,high,0,none,73.37,2406.01,58.74,53.53,77.38,78.63,1695.0,72.81,0.7296,0,0,1920,1080,2073600,2,116.3,8.6,61.7,BALANCED,89.1
battle_royale,1920x1080,ultra,0,fsr_quality,87.21,2470.27,60.31,58.14,65.02,88.9,1678.77,70.59,0.6667,0,1,1920,1080,2073600,3,73.6,13.59,43.1,THERMAL,70.0
racing,1920x1080,high,0,fsr_balanced,82.78,2082.34,50.84,38.21,80.1,85.71,1695.0,76.48,0.4616,0,1,1920,1080,2073600,2,168.0,5.95,90.2,THERMAL,70.0
rpg_open_world,2560x1440,high,0,none,95.05,2433.52,59.41,67.88,71.08,90.76,1659.43,80.0,0.7141,0,1,2560,1440,3686400,2,31.5,31.75,14.6,THERMAL,51.0
battle_royale,1920x1080,high,0,fsr_quality,68.01,2542.61,62.08,41.79,86.11,70.91,1628.95,64.84,0.6146,0,0,1920,1080,2073600,2,114.0,8.77,58.7,BALANCED,95.0
strategy,3840x2160,ultra,0,dlss_quality,85.17,3577.91,87.35,80.49,87.71,84.72,1657.04,70.1,0.9451,1,0,3840,2160,8294400,3,14.6,68.49,7.3,MEMORY,35.6
moba,2560x1440,ultra,0,fsr_balanced,99.0,3011.21,73.52,63.37,76.92,90.4,1586.4,80.0,0.6401,1,1,2560,1440,3686400,3,73.7,13.57,37.5,THERMAL,70.0
fps_competitive,1920x1080,ultra,0,fsr_balanced,79.8,2669.0,65.16,46.37,78.8,77.5,1549.81,74.41,0.5811,1,0,1920,1080,2073600,3,160.5,6.23,80.8,BALANCED,92.5
strategy,1920x1080,medium,0,dlss_quality,61.23,1409.1,34.4,71.59,65.1,79.46,1695.0,66.44,1.1692,0,0,1920,1080,2073600,1,101.5,9.85,57.6,BALANCED,86.6
rpg_open_world,2560x1440,medium,0,dlss_performance,66.58,2024.57,49.43,43.11,78.48,74.15,1695.0,58.62,0.6475,0,0,2560,1440,3686400,1,113.6,8.8,70.0,BALANCED,100.0
battle_royale,1280x720,ultra,0,fsr_quality,73.48,2165.1,52.86,38.14,71.64,84.52,1695.0,78.71,0.5191,0,0,1280,720,921600,3,130.8,7.65,78.8,BALANCED,71.4
strategy,1920x1080,medium,0,none,74.67,1601.34,39.1,74.98,83.24,74.65,1538.97,74.62,1.0041,0,0,1920,1080,2073600,1,77.1,12.97,39.6,BALANCED,95.0
battle_royale,2560x1440,low,1,none,72.03,1793.18,43.78,44.53,69.48,75.3,1584.37,72.4,0.6182,0,0,2560,1440,3686400,0,45.0,22.22,20.9,BALANCED,89.1
strategy,1920x1080,low,1,dlss_quality,63.98,1664.41,40.64,83.27,72.55,72.82,1695.0,62.43,1.3016,0,0,1920,1080,2073600,0,72.0,13.89,43.4,BALANCED,100.0
racing,1280x720,ultra,1,dlss_balanced,62.99,2554.25,62.36,49.14,81.82,77.48,1674.69,58.87,0.7801,0,0,1280,720,921600,3,95.8,10.44,46.4,BALANCED,92.6
racing,2560x1440,ultra,0,none,99.0,3247.8,79.29,41.85,82.02,98.0,1414.61,78.88,0.4228,1,1,2560,1440,3686400,3,33.6,29.76,17.5,THERMAL,47.4
moba,2560x1440,high,0,fsr_balanced,87.46,2649.74,64.69,58.49,76.66,84.13,1695.0,75.12,0.6688,1,0,2560,1440,3686400,2,162.1,6.17,97.1,BALANCED,72.6
battle_royale,2560x1440,ultra,0,fsr_quality,91.62,2883.89,70.41,52.57,85.82,92.69,1448.14,78.79,0.5738,0,1,2560,1440,3686400,3,42.6,23.47,22.2,THERMAL,53.4
battle_royale,1920x1080,ultra,0,dlss_balanced,87.68,2470.61,60.32,45.2,85.1,82.83,1695.0,80.0,0.5155,0,0,1920,1080,2073600,3,107.4,9.31,57.4,BALANCED,71.5
moba,2560x1440,high,0,dlss_balanced,81.18,2532.46,61.83,67.12,78.68,84.65,1695.0,74.72,0.8267,1,0,2560,1440,3686400,2,168.3,5.94,95.3,BALANCED,71.0
rpg_open_world,2560x1440,high,0,none,85.38,2490.43,60.8,62.95,84.43,85.6,1631.63,74.82,0.7373,0,1,2560,1440,3686400,2,43.2,23.15,21.1,THERMAL,53.8
moba,2560x1440,medium,0,fsr_quality,75.54,2069.86,50.53,68.6,76.26,81.36,1695.0,68.07,0.9081,1,0,2560,1440,3686400,1,214.7,4.66,129.2,BALANCED,80.9
strategy,2560x1440,medium,0,none,78.36,1940.46,47.37,70.65,72.64,81.64,1672.36,70.61,0.9016,0,0,2560,1440,3686400,1,46.2,21.65,21.5,BALANCED,70.9
fps_competitive,1920x1080,medium,0,fsr_balanced,71.38,1674.05,40.87,39.93,84.56,74.89,1695.0,70.8,0.5595,0,0,1920,1080,2073600,1,339.4,2.95,167.9,BALANCED,95.0
battle_royale,3840x2160,ultra,0,none,82.44,3402.8,83.08,47.56,73.4,86.41,1695.0,76.13,0.5768,1,1,3840,2160,8294400,3,17.3,57.8,11.0,THERMAL,41.5
fps_aaa,3840x2160,medium,0,dlss_quality,99.0,2192.17,53.52,66.92,74.53,91.34,1572.11,73.87,0.676,0,1,3840,2160,8294400,1,39.9,25.06,22.3,THERMAL,56.6
fps_aaa,3840x2160,medium,0,none,89.86,2160.68,52.75,42.0,84.13,87.37,1695.0,71.5,0.4674,0,1,3840,2160,8294400,1,28.8,34.72,17.0,THERMAL,44.2
fps_competitive,1920x1080,ultra,0,dlss_balanced,73.97,2456.85,59.98,67.13,73.22,83.25,1695.0,72.26,0.9075,1,0,1920,1080,2073600,3,183.4,5.45,95.4,BALANCED,75.3
rpg_open_world,2560x1440,epic,0,dlss_quality,99.0,3206.48,78.28,61.22,76.63,83.33,1609.94,80.0,0.6184,1,0,2560,1440,3686400,4,27.6,36.23,17.6,GPU,53.4
racing,2560x1440,high,0,dlss_quality,97.68,2327.2,56.82,41.8,78.81,89.45,1458.92,73.56,0.428,0,1,2560,1440,3686400,2,80.5,12.42,41.7,THERMAL,70.0
battle_royale,2560x1440,high,0,none,84.99,2593.24,63.31,51.23,75.65,82.53,1558.62,73.51,0.6028,0,0,2560,1440,3686400,2,56.9,17.57,34.5,BALANCED,75.3
rpg_open_world,1920x1080,epic,0,fsr_quality,99.0,2775.88,67.77,15.46,77.3,94.84,1684.36,75.83,0.1562,0,1,1920,1080,2073600,4,34.1,29.33,21.2,THERMAL,52.7
rpg_open_world,2560x1440,high,0,none,90.62,2566.8,62.67,52.13,86.64,85.49,1654.27,70.95,0.5752,0,1,2560,1440,3686400,2,48.9,20.45,30.2,THERMAL,57.6
rpg_open_world,1920x1080,ultra,0,dlss_quality,82.85,2556.65,62.42,58.49,85.05,81.89,1566.04,68.64,0.7059,0,0,1920,1080,2073600,3,80.6,12.41,49.5,BALANCED,74.3
fps_competitive,1920x1080,low,1,none,56.29,1471.87,35.93,69.1,67.15,69.8,1695.0,59.66,1.2277,0,0,1920,1080,2073600,0,129.5,7.72,74.2,BALANCED,100.0
racing,2560x1440,ultra,1,dlss_balanced,99.0,3847.1,93.92,44.12,64.02,87.85,1695.0,76.31,0.4457,1,1,2560,1440,3686400,3,29.4,34.01,16.2,THERMAL,49.6
fps_aaa,2560x1440,high,1,none,95.7,3303.24,80.65,45.12,64.57,93.44,1481.5,71.23,0.4715,0,1,2560,1440,3686400,2,17.4,57.47,8.4,THERMAL,41.6
rpg_open_world,2560x1440,high,0,none,85.12,2451.57,59.85,39.98,77.66,80.73,1695.0,68.32,0.4697,0,0,2560,1440,3686400,2,49.4,20.24,27.9,BALANCED,75.7
moba,2560x1440,ultra,1,none,92.52,3776.04,92.19,58.29,80.81,91.0,1603.14,80.0,0.63,1,1,2560,1440,3686400,3,20.4,49.02,10.5,THERMAL,43.6
battle_royale,3840x2160,epic,0,dlss_quality,88.55,3510.54,85.71,69.77,70.11,90.72,1571.13,71.81,0.788,1,1,3840,2160,8294400,4,17.2,58.14,8.2,THERMAL,41.5
battle_royale,2560x1440,low,1,dlss_performance,72.97,1597.09,38.99,48.28,80.59,74.8,1607.22,78.77,0.6617,0,0,2560,1440,3686400,0,85.4,11.71,53.9,BALANCED,100.0
rpg_open_world,2560x1440,high,0,fsr_balanced,76.9,2284.25,55.77,44.19,74.5,80.96,1614.38,74.07,0.5746,0,0,2560,1440,3686400,2,72.9,13.72,35.9,BALANCED,82.1
strategy,3840x2160,ultra,0,none,95.21,3443.31,84.07,77.85,83.48,98.0,1448.89,80.0,0.8176,1,1,3840,2160,8294400,3,7.2,138.89,4.6,THERMAL,29.8
rpg_open_world,1280x720,medium,0,none,54.04,1537.75,37.54,45.37,83.08,70.46,1553.53,68.89,0.8396,0,0,1280,720,921600,1,133.5,7.49,77.9,BALANCED,95.0
moba,2560x1440,high,0,fsr_quality,93.63,2536.45,61.93,58.14,68.78,86.99,1585.34,75.45,0.621,1,1,2560,1440,3686400,2,121.2,8.25,63.6,THERMAL,70.0
battle_royale,3840x2160,medium,0,none,85.41,2226.35,54.35,48.94,68.31,76.65,1695.0,70.91,0.573,0,0,3840,2160,8294400,1,39.2,25.51,24.9,BALANCED,81.2
racing,1920x1080,epic,1,dlss_balanced,86.04,3551.36,86.7,38.7,75.96,91.09,1553.97,77.6,0.4498,1,1,1920,1080,2073600,4,44.8,22.32,28.0,THERMAL,59.9
battle_royale,2560x1440,low,1,none,76.43,1757.48,42.91,55.25,83.8,77.92,1695.0,72.19,0.7229,0,0,2560,1440,3686400,0,42.3,23.64,22.1,BALANCED,74.4
racing,1920x1080,high,0,fsr_balanced,93.56,2238.86,54.66,37.77,78.47,90.9,1677.01,80.0,0.4037,0,1,1920,1080,2073600,2,164.1,6.09,88.8,THERMAL,70.0
fps_competitive,1920x1080,high,0,dlss_balanced,70.42,2382.7,58.17,66.36,80.22,71.66,1691.01,66.7,0.9423,1,0,1920,1080,2073600,2,274.1,3.65,136.7,BALANCED,100.0
moba,1920x1080,high,0,none,67.29,2139.49,52.23,58.08,82.42,70.78,1471.06,75.03,0.8632,1,0,1920,1080,2073600,2,190.1,5.26,111.9,BALANCED,95.0
rpg_open_world,3840x2160,ultra,0,dlss_quality,99.0,2995.37,73.13,63.09,73.0,87.4,1694.8,80.0,0.6373,0,1,3840,2160,8294400,3,22.2,45.05,11.0,THERMAL,44.8
fps_competitive,1920x1080,medium,0,none,71.85,1793.25,43.78,48.76,93.17,79.35,1695.0,67.17,0.6786,0,0,1920,1080,2073600,1,214.6,4.66,112.8,BALANCED,71.9
battle_royale,2560x1440,high,1,none,89.47,3011.22,73.52,48.95,72.64,93.2,1602.77,76.85,0.5472,1,1,2560,1440,3686400,2,23.9,41.84,14.7,THERMAL,45.9
moba,1920x1080,low,0,none,59.06,1309.19,31.96,48.51,79.03,59.6,1695.0,60.72,0.8214,0,0,1920,1080,2073600,0,355.4,2.81,177.4,BALANCED,100.0
fps_aaa,1920x1080,high,0,none,71.7,2226.68,54.36,58.13,83.06,75.5,1660.19,70.14,0.8107,0,0,1920,1080,2073600,2,80.8,12.38,38.1,BALANCED,93.5
battle_royale,1920x1080,epic,0,fsr_balanced,96.18,2671.47,65.22,57.91,87.69,93.4,1592.91,79.03,0.6021,0,1,1920,1080,2073600,4,51.8,19.31,32.6,THERMAL,59.5
rpg_open_world,1920x1080,ultra,0,dlss_performance,89.36,2695.01,65.8,53.99,77.76,87.83,1673.28,78.96,0.6041,0,1,1920,1080,2073600,3,87.0,11.49,40.4,THERMAL,70.0
rpg_open_world,3840x2160,epic,0,dlss_quality,99.0,3589.95,87.65,61.86,66.64,98.0,1425.21,80.0,0.6249,1,1,3840,2160,8294400,4,11.6,86.21,7.0,THERMAL,37.7
strategy,1920x1080,high,0,dlss_quality,86.76,2204.72,53.83,67.45,73.07,83.05,1633.96,80.0,0.7774,0,0,1920,1080,2073600,2,78.9,12.67,47.5,BALANCED,75.9
fps_competitive,1920x1080,high,0,none,73.38,2141.02,52.27,49.98,74.24,78.17,1674.62,70.78,0.6811,1,0,1920,1080,2073600,2,174.4,5.73,92.5,BALANCED,90.5
racing,2560x1440,epic,1,fsr_balanced,93.8,4004.13,97.76,27.66,80.33,89.39,1695.0,77.23,0.2949,1,1,2560,1440,3686400,4,22.8,43.86,12.9,THERMAL,45.2
fps_competitive,1920x1080,medium,1,none,73.24,2293.46,55.99,72.82,91.03,73.27,1629.45,64.69,0.9944,1,0,1920,1080,2073600,1,94.6,10.57,45.9,BALANCED,85.0
fps_aaa,3840x2160,low,0,none,95.41,1774.57,43.32,40.38,75.21,86.82,1662.61,79.28,0.4232,0,1,3840,2160,8294400,0,38.0,26.32,23.9,THERMAL,55.3
fps_aaa,1920x1080,high,0,dlss_quality,67.27,2572.9,62.82,59.33,71.46,75.54,1695.0,79.95,0.882,0,0,1920,1080,2073600,2,116.9,8.55,59.0,BALANCED,98.4
fps_aaa,1920x1080,ultra,0,none,74.39,2454.85,59.93,49.39,91.37,78.73,1695.0,65.05,0.664,0,0,1920,1080,2073600,3,53.2,18.8,34.1,BALANCED,69.3
fps_competitive,2560x1440,ultra,0,dlss_performance,87.67,3240.23,79.11,42.22,78.62,88.61,1695.0,78.62,0.4816,1,1,2560,1440,3686400,3,89.6,11.16,44.7,THERMAL,70.0
racing,1920x1080,high,0,dlss_quality,56.53,2367.91,57.81,51.99,76.13,76.45,1695.0,65.3,0.9197,0,0,1920,1080,2073600,2,168.5,5.93,92.2,BALANCED,95.7
strategy,1920x1080,ultra,0,fsr_balanced,82.52,2766.4,67.54,67.2,87.15,73.93,1695.0,66.75,0.8144,1,0,1920,1080,2073600,3,60.3,16.58,38.5,BALANCED,95.0
fps_competitive,3840x2160,ultra,0,dlss_balanced,99.0,3391.9,82.81,52.61,81.01,94.56,1469.67,80.0,0.5314,1,1,3840,2160,8294400,3,29.7,33.67,17.6,THERMAL,49.8
strategy,1920x1080,epic,0,dlss_quality,85.4,2682.13,65.48,41.97,79.81,86.24,1658.74,80.0,0.4915,1,1,1920,1080,2073600,4,44.1,22.68,24.1,THERMAL,59.4
moba,1920x1080,high,0,fsr_quality,71.9,2192.06,53.52,44.26,82.25,77.71,1677.4,70.3,0.6156,1,0,1920,1080,2073600,2,240.4,4.16,145.6,BALANCED,86.9
strategy,1920x1080,low,0,none,61.43,1093.4,26.69,71.87,82.05,76.11,1660.99,62.79,1.17,0,0,1920,1080,2073600,0,88.7,11.27,42.9,BALANCED,91.7
strategy,2560x1440,medium,0,none,78.5,1811.99,44.24,74.88,68.39,81.83,1695.0,67.34,0.954,0,0,2560,1440,3686400,1,49.6,20.16,27.2,BALANCED,72.6
strategy,2560x1440,high,0,none,95.91,2384.48,58.21,75.76,68.82,88.25,1695.0,80.0,0.79,0,1,2560,1440,3686400,2,32.0,31.25,15.7,THERMAL,51.3
fps_aaa,2560x1440,high,0,dlss_performance,79.84,2389.84,58.35,36.91,71.95,83.05,1693.55,71.31,0.4624,0,0,2560,1440,3686400,2,105.3,9.5,56.3,BALANCED,75.8
battle_royale,2560x1440,high,0,none,94.05,2496.78,60.96,41.57,69.63,88.06,1684.92,71.32,0.442,0,1,2560,1440,3686400,2,55.9,17.89,34.0,THERMAL,67.3
racing,1920x1080,ultra,0,none,88.26,2888.16,70.51,49.17,73.26,91.62,1561.94,76.86,0.5571,0,1,1920,1080,2073600,3,69.3,14.43,32.8,THERMAL,70.0
battle_royale,1920x1080,medium,0,dlss_balanced,58.49,1501.27,36.65,41.35,79.13,72.61,1695.0,64.88,0.707,0,0,1920,1080,2073600,1,172.9,5.78,104.6,BALANCED,100.0
fps_competitive,1920x1080,high,1,none,75.64,3016.61,73.65,49.27,75.35,80.4,1695.0,76.26,0.6514,1,0,1920,1080,2073600,2,74.0,13.51,33.5,BALANCED,83.8
fps_aaa,1920x1080,high,0,none,78.23,2321.33,56.67,39.47,77.64,84.66,1604.43,73.25,0.5045,0,0,1920,1080,2073600,2,87.8,11.39,54.8,BALANCED,71.0
strategy,1920x1080,high,0,none,75.15,2564.25,62.6,54.2,81.13,81.36,1545.13,68.78,0.7212,1,0,1920,1080,2073600,2,57.0,17.54,32.2,BALANCED,78.9
rpg_open_world,3840x2160,epic,0,dlss_balanced,96.44,3487.19,85.14,46.44,85.47,93.19,1602.13,78.18,0.4815,1,1,3840,2160,8294400,4,13.3,75.19,7.8,THERMAL,33.9
fps_competitive,1920x1080,high,0,dlss_balanced,64.28,2218.7,54.17,58.31,73.9,69.4,1577.76,64.44,0.9071,1,0,1920,1080,2073600,2,274.5,3.64,151.6,BALANCED,100.0
battle_royale,1920x1080,medium,1,none,70.84,2064.45,50.4,49.29,83.46,74.19,1651.77,57.37,0.6957,0,0,1920,1080,2073600,1,52.8,18.94,26.8,BALANCED,90.2
strategy,3840x2160,ultra,0,dlss_balanced,99.0,3192.37,77.94,56.94,71.05,91.41,1695.0,76.53,0.5752,1,1,3840,2160,8294400,3,14.1,70.92,8.8,THERMAL,39.4
fps_competitive,2560x1440,high,0,none,81.55,2596.17,63.38,50.61,79.51,79.39,1695.0,70.35,0.6206,1,0,2560,1440,3686400,2,92.7,10.79,45.9,BALANCED,86.8
battle_royale,1920x1080,high,0,none,78.79,2374.47,57.97,55.1,69.24,81.65,1695.0,67.72,0.6994,0,0,1920,1080,2073600,2,102.5,9.76,52.4,BALANCED,80.1
battle_royale,2560x1440,high,0,fsr_balanced,81.77,2774.67,67.74,61.22,78.49,78.07,1495.52,73.43,0.7487,0,0,2560,1440,3686400,2,89.9,11.12,51.3,BALANCED,90.8
racing,1920x1080,high,0,none,67.11,2217.96,54.15,32.5,80.01,68.2,1695.0,62.24,0.4843,0,0,1920,1080,2073600,2,116.4,8.59,64.9,BALANCED,100.0
battle_royale,1920x1080,low,1,none,53.45,1854.73,45.28,50.3,83.68,69.79,1695.0,58.12,0.941,0,0,1920,1080,2073600,0,73.3,13.64,37.2,BALANCED,95.0
battle_royale,3840x2160,high,0,fsr_quality,89.44,2780.55,67.88,62.61,86.26,93.17,1501.33,79.57,0.7,0,1,3840,2160,8294400,2,32.5,30.77,20.5,THERMAL,46.7
racing,1920x1080,high,1,dlss_performance,72.53,2831.78,69.14,44.47,72.19,77.57,1687.91,59.17,0.6131,0,0,1920,1080,2073600,2,125.5,7.97,59.0,BALANCED,92.3
battle_royale,1920x1080,high,0,dlss_balanced,74.58,2289.95,55.91,46.73,89.69,74.94,1695.0,58.84,0.6265,0,0,1920,1080,2073600,2,148.0,6.76,69.3,BALANCED,95.0
fps_aaa,1920x1080,low,0,none,73.18,1261.29,30.79,65.31,67.31,65.56,1645.88,69.62,0.8925,0,0,1920,1080,2073600,0,143.7,6.96,82.0,BALANCED,100.0
fps_competitive,3840x2160,ultra,1,none,97.2,4200.0,102.54,48.38,78.53,95.81,1549.46,80.0,0.4977,1,1,3840,2160,8294400,3,6.5,153.85,3.7,THERMAL,34.3
rpg_open_world,1920x1080,low,1,none,51.08,1465.3,35.77,57.75,70.94,58.21,1695.0,64.58,1.1305,0,0,1920,1080,2073600,0,59.1,16.92,30.0,BALANCED,99.4
battle_royale,2560x1440,high,0,dlss_quality,75.62,2652.54,64.76,49.88,72.09,79.27,1695.0,68.63,0.6596,0,0,2560,1440,3686400,2,80.3,12.45,43.4,BALANCED,87.2
strategy,2560x1440,ultra,0,fsr_balanced,88.45,3111.34,75.96,56.43,80.25,93.1,1379.33,75.46,0.638,1,1,2560,1440,3686400,3,27.5,36.36,15.0,THERMAL,48.3
strategy,1920x1080,low,0,none,66.58,1440.36,35.17,63.29,73.31,68.57,1695.0,72.91,0.9506,0,0,1920,1080,2073600,0,98.5,10.15,52.2,BALANCED,100.0
battle_royale,1920x1080,high,0,fsr_quality,66.73,2095.0,51.15,59.89,82.5,76.16,1695.0,64.87,0.8974,0,0,1920,1080,2073600,2,121.5,8.23,60.8,BALANCED,91.5
battle_royale,2560x1440,epic,1,fsr_balanced,99.0,3867.98,94.43,44.81,80.6,93.98,1573.89,78.63,0.4526,1,1,2560,1440,3686400,4,16.4,60.98,8.5,THERMAL,40.9
racing,1920x1080,high,0,none,73.31,2064.68,50.41,37.14,80.37,85.95,1685.16,69.2,0.5066,0,1,1920,1080,2073600,2,113.9,8.78,58.7,THERMAL,70.0
rpg_open_world,1920x1080,high,0,dlss_performance,73.95,2245.59,54.82,63.27,75.28,76.65,1695.0,76.09,0.8557,0,0,1920,1080,2073600,2,171.2,5.84,80.3,BALANCED,95.1
strategy,1920x1080,high,1,none,80.9,2933.19,71.61,75.59,76.14,79.78,1608.73,75.11,0.9344,1,0,1920,1080,2073600,2,25.9,38.61,13.8,BALANCED,62.9
battle_royale,1920x1080,medium,0,none,58.0,1769.59,43.2,48.07,85.35,74.79,1695.0,59.86,0.8288,0,0,1920,1080,2073600,1,105.2,9.51,51.5,BALANCED,95.0
fps_aaa,3840x2160,ultra,0,dlss_quality,97.23,3386.82,82.69,30.74,80.01,86.25,1601.53,80.0,0.3162,0,1,3840,2160,8294400,3,24.3,41.15,15.6,THERMAL,46.2
fps_competitive,1920x1080,ultra,0,fsr_quality,70.22,2489.08,60.77,46.4,62.53,82.96,1695.0,71.12,0.6609,1,0,1920,1080,2073600,3,135.1,7.4,85.0,BALANCED,76.1
rpg_open_world,1920x1080,high,0,fsr_quality,70.76,2307.34,56.33,54.73,61.67,78.51,1603.02,71.39,0.7734,0,0,1920,1080,2073600,2,90.4,11.06,57.6,BALANCED,89.5
moba,1920x1080,medium,0,fsr_quality,66.63,1951.31,47.64,52.16,65.59,76.68,1612.86,68.06,0.7828,0,0,1920,1080,2073600,1,324.3,3.08,179.9,BALANCED,95.0
fps_competitive,1920x1080,high,1,none,74.37,2564.3,62.6,52.14,78.56,83.4,1676.37,60.73,0.7011,1,0,1920,1080,2073600,2,81.3,12.3,40.0,BALANCED,74.8
